time_key,open,high,low,close,volume,turnover,turnover_rate,change_rate
2023-11-01 00:00:00,5969.8069,5983.8685,5943.193,5958.4178,14745112800.0,169629133630.9,0.0,-0.1829933899071892
2023-11-02 00:00:00,5958.477,5983.2222,5885.2468,5885.2468,14014441200.0,159352391952.8,0.0,-1.2280273464542932
2023-11-03 00:00:00,5895.6017,5992.7463,5895.6017,5973.167,14612020600.0,172570856141.9,0.0,1.4939084627682986
2023-11-06 00:00:00,6007.4341,6097.0373,6007.4341,6096.5695,18660314600.0,215540583016.6,0.0,2.0659475953041198
2023-11-07 00:00:00,6088.511,6132.138,6068.2436,6116.7569,17394670700.0,206605084921.0,0.0,0.3311272019453024
2023-11-08 00:00:00,6114.9873,6160.2423,6099.2917,6138.9377,18396408800.0,224318842687.9,0.0,0.3626235333956151
2023-11-09 00:00:00,6135.0718,6160.979,6087.7283,6100.6929,16224431900.0,197856013542.6,0.0,-0.622987263741093
2023-11-10 00:00:00,6079.4732,6097.6111,6055.9878,6088.5583,14156760500.0,169645048925.2,0.0,-0.19890527516965031
2023-11-13 00:00:00,6107.2693,6144.6346,6095.2749,6144.6346,15035960600.0,185937464876.6,0.0,0.9210111365772852
2023-11-14 00:00:00,6143.4806,6189.4999,6133.2229,6181.9796,16017236300.0,195770027635.7,0.0,0.6077660012525292
2023-11-15 00:00:00,6226.1979,6234.5359,6184.8995,6207.2678,16761318800.0,214464439439.3,0.0,0.409063142168893
2023-11-16 00:00:00,6188.8258,6193.6379,6143.8192,6145.1505,14368211600.0,180547587296.0,0.0,-1.0007188670029654
2023-11-17 00:00:00,6135.825,6199.2308,6131.6662,6199.2278,14598965800.0,178812142666.7,0.0,0.8799996029389341
2023-11-20 00:00:00,6211.3393,6254.1359,6184.638,6253.2756,16024627100.0,200298798170.4,0.0,0.8718472968520414
2023-11-21 00:00:00,6258.7412,6267.2204,6200.6912,6212.125,17615066500.0,211256978811.5,0.0,-0.6580647109172661
2023-11-22 00:00:00,6193.3582,6221.8713,6132.9704,6132.9704,17118316300.0,191793674607.7,0.0,-1.2741952230516909
2023-11-23 00:00:00,6123.5858,6199.8751,6107.0035,6197.5257,15210718300.0,169982693460.0,0.0,1.0525943513440077
2023-11-24 00:00:00,6194.0241,6194.0241,6098.9609,6115.4072,14981599200.0,166155059738.9,0.0,-1.3250207256099074
2023-11-27 00:00:00,6107.5621,6130.4008,6076.7107,6111.3644,15443307700.0,169812162709.9,0.0,-0.06610843510141501
2023-11-28 00:00:00,6099.5117,6143.3015,6065.6876,6143.3015,12836813300.0,147277411213.9,0.0,0.5225854311681887
2023-11-29 00:00:00,6138.7608,6154.898,6103.9828,6113.366,13564395200.0,150365714312.9,0.0,-0.48728684405282063
2023-11-30 00:00:00,6104.7743,6110.4082,6031.4752,6080.547,13103299900.0,148669808037.8,0.0,-0.5368400975829095
2023-12-01 00:00:00,6078.6385,6142.7386,6059.8028,6130.051,14535274400.0,166337102381.5,0.0,0.8141372807413678
2023-12-04 00:00:00,6131.5878,6147.0526,6110.2526,6114.3926,15341436500.0,177072943576.5,0.0,-0.2554367002819431
