time_key,open,high,low,close,volume,turnover,turnover_rate,change_rate
2023-11-01 00:00:00,124.1,124.74,121.22,122.39,1559455.0,192656424.0,0.00925,-1.4890534449452626
2023-11-02 00:00:00,121.61,122.45,115.39,116.17,2133311.0,253739150.0,0.01265,-5.082114551842469
2023-11-03 00:00:00,119.39,127.19,119.39,124.53,4873217.0,604417922.0,0.02889,7.196350176465524
2023-11-06 00:00:00,125.39,137.88,125.39,137.42,5989864.0,801159663.0,0.03551,10.350919457158907
2023-11-07 00:00:00,134.79,137.77,133.809999999,135.96,3039289.0,414813672.0,0.01802,-1.0624363265900012
2023-11-08 00:00:00,135.39,141.39,133.19,138.93,3687973.0,513095439.0,0.02186,2.1844660194174748
2023-11-09 00:00:00,137.59,146.39,137.28,142.51,3654326.0,523886377.0,0.02167,2.5768372561721615
2023-11-10 00:00:00,140.27,145.84,138.39,141.57,3008853.0,428928978.0,0.01784,-0.6596028348887781
2023-11-13 00:00:00,145.64,148.89,139.45,142.25,3874881.0,563870041.0,0.02297,0.48032775305503056
2023-11-14 00:00:00,142.03,145.75,139.27,142.99,2898712.0,415027784.0,0.01719,0.5202108963093209
2023-11-15 00:00:00,142.69,146.39,140.27,142.9,3249476.0,468225431.0,0.01927,-0.06294146443807497
2023-11-16 00:00:00,142.28,144.13,139.69,140.38,2748752.0,390186570.0,0.0163,-1.7634709587123936
2023-11-17 00:00:00,140.37,144.39,139.39,143.7,2488778.0,355671280.0,0.01476,2.365009260578425
2023-11-20 00:00:00,147.39,155.99,145.75,154.09,4731501.0,718903471.0,0.02805,7.230340988169809
2023-11-21 00:00:00,155.54,161.83,151.4,153.09,6721752.0,1060213788.0,0.03985,-0.648971380362126
2023-11-22 00:00:00,150.75,156.01,149.42,149.42,2810929.0,430508036.0,0.01667,-2.3972826441962347
2023-11-23 00:00:00,149.28,155.09,147.4,154.39,2673874.0,408765514.0,0.01585,3.326194619194217
2023-11-24 00:00:00,152.94,153.54,146.63,148.2,2168546.0,325855619.0,0.01286,-4.009327028952652
2023-11-27 00:00:00,149.39,150.67,145.38,150.09,2015293.0,301394038.0,0.01195,1.2753036437247063
2023-11-28 00:00:00,150.9,158.39,148.84,154.04,2683345.0,417776691.0,0.01591,2.6317542807648664
2023-11-29 00:00:00,153.41,160.39,151.89,159.18,2778638.0,441565029.0,0.01647,3.3367956374967638
2023-11-30 00:00:00,163.27,163.39,154.76,159.05,2137378.0,340957285.0,0.01267,-0.08166855132554054
2023-12-01 00:00:00,159.39,159.49,155.03,157.4,1346399.0,211628125.0,0.00798,-1.0374096196164762
2023-12-04 00:00:00,157.39,160.89,155.19,156.99,1607808.0,256148127.0,0.00953,-0.26048284625158613
2023-12-05 00:00:00,156.78,156.78,149.02,150.26,3149129.0,478842396.0,0.01867,-4.2868972546022155
2023-12-06 00:00:00,151.39,151.91,145.21,146.17,2769349.0,409843900.0,0.01642,-2.7219486223878637
2023-12-07 00:00:00,146.19,151.34,143.22,148.39,2148919.0,319627451.0,0.01274,1.5187795033180538
