time_key,open,high,low,close,volume,turnover,turnover_rate,change_rate
2023-11-01 00:00:00,7.92068965,7.996551719,7.844827581,7.899999995,6735463.0,55256662.5,0.00345,-1.1221406947612214
2023-11-02 00:00:00,7.899999995,7.934482753,7.76206896,7.782758616,4336239.0,35239717.28,0.00222,-1.484068089546881
2023-11-03 00:00:00,7.831034478,7.87931034,7.782758616,7.803448271,4793120.0,38970621.45,0.00246,0.2658396080467617
2023-11-06 00:00:00,7.851724133,7.955172409,7.851724133,7.899999995,4840453.0,39700869.97,0.00248,1.2372956242795374
2023-11-07 00:00:00,7.934482753,7.955172409,7.851724133,7.893103443,5892288.0,48391344.24,0.00302,-0.08729812663752695
2023-11-08 00:00:00,7.927586202,7.955172409,7.837931029,7.865517236,5507791.0,45099669.19,0.00282,-0.34949759874825176
2023-11-09 00:00:00,7.837931029,7.899999995,7.741379305,7.748275857,9191880.0,74341174.14,0.00471,-1.4905743065871442
2023-11-10 00:00:00,7.768965512,7.837931029,7.699999995,7.803448271,5140741.0,41574851.57,0.00264,0.7120605282806904
2023-11-13 00:00:00,7.837931029,7.865517236,7.755172409,7.796551719,5034081.0,40757664.18,0.00258,-0.08837826253849108
2023-11-14 00:00:00,7.87931034,7.87931034,7.775862064,7.796551719,4243925.0,34385193.22,0.00218,0.0
2023-11-15 00:00:00,7.796551719,7.844827581,7.748275857,7.768965512,4440411.0,35859875.13,0.00228,-0.3538257423826588
2023-11-16 00:00:00,7.734482754,7.782758616,7.693103443,7.693103443,4356208.0,34985781.64,0.00223,-0.9764758111337108
2023-11-17 00:00:00,7.672413788,7.768965512,7.665517236,7.755172409,3612998.0,28989868.68,0.00185,0.8068130951297283
2023-11-20 00:00:00,7.755172409,7.803448271,7.665517236,7.699999995,4541849.0,36323475.59,0.00233,-0.7114273041302321
2023-11-21 00:00:00,7.706896547,7.796551719,7.644827581,7.699999995,5397290.0,43297533.22,0.00277,0.0
2023-11-22 00:00:00,7.672413788,7.899999995,7.658620685,7.796551719,11410809.0,92200760.93,0.00585,1.2539184943207293
2023-11-23 00:00:00,7.789655167,7.803448271,7.644827581,7.672413788,7672457.0,61318279.15,0.00393,-1.5922158343088897
2023-11-24 00:00:00,7.672413788,7.699999995,7.610344823,7.672413788,5047889.0,40114220.93,0.00259,0.0
2023-11-27 00:00:00,7.686206892,7.699999995,7.568965512,7.603448271,5042628.0,39957438.31,0.00259,-0.8988764019462142
2023-11-28 00:00:00,7.617241374,7.617241374,7.527586202,7.541379305,4154212.0,32658617.6,0.00213,-0.8163265374834561
2023-11-29 00:00:00,7.541379305,7.568965512,7.43793103,7.451724133,4428555.0,34440193.39,0.00227,-1.1888431595074171
2023-11-30 00:00:00,7.513793099,7.513793099,7.375862064,7.403448271,4281506.0,33007920.36,0.0022,-0.6478482179205985
2023-12-01 00:00:00,7.444827581,7.465517237,7.382758616,7.431034478,4772018.0,36813216.47,0.00245,0.3726129499419541
2023-12-04 00:00:00,7.431034478,7.52068965,7.417241374,7.465517237,5488477.0,42590629.13,0.00281,0.4640371283714061
2023-12-05 00:00:00,7.431034478,7.465517237,7.341379306,7.348275857,3986284.0,30711055.08,0.00204,-1.5704388092353188
2023-12-06 00:00:00,7.368965512,7.444827581,7.306896547,7.417241374,5874374.0,45185453.11,0.00301,0.9385265107365667
2023-12-07 00:00:00,7.389655168,7.541379305,7.348275857,7.47931034,6275862.0,48633801.73,0.00322,0.8368200907897272
2023-12-08 00:00:00,7.43793103,7.47931034,7.334482754,7.403448271,5785453.0,44545354.14,0.00297,-1.0142923017150718
2023-12-11 00:00:00,7.47931034,7.499999995,7.293103444,7.47931034,10022034.0,77057840.37,0.00514,1.0246856089635716
2023-12-12 00:00:00,7.458620685,7.527586202,7.458620685,7.52068965,4583436.0,35695550.72,0.00235,0.5532503415281461
2023-12-13 00:00:00,7.52068965,7.555172409,7.403448271,7.417241374,4242636.0,32980300.2,0.00218,-1.3755158212119545
2023-12-14 00:00:00,7.444827581,7.472413788,7.396551719,7.403448271,5101588.0,39442289.65,0.00262,-0.18596001268543003
2023-12-15 00:00:00,7.444827581,7.458620685,7.368965512,7.43793103,4321914.0,33376156.25,0.00222,0.46576619080424475
2023-12-18 00:00:00,7.396551719,7.465517237,7.272413788,7.306896547,5978637.0,45669667.7,0.00307,-1.761706077556888
2023-12-19 00:00:00,7.306896547,7.306896547,7.210344823,7.265517237,4832444.0,36495124.73,0.00248,-0.5663048564303144
2023-12-20 00:00:00,7.27931034,7.313793099,7.141379306,7.155172409,5888696.0,44268645.51,0.00302,-1.5187470403079255
2023-12-21 00:00:00,7.148275857,7.148275857,6.934482754,7.044827582,10086534.0,73659797.28,0.00517,-1.542168667539098
2023-12-22 00:00:00,7.017241375,7.072413788,6.927586202,6.982758616,7495986.0,54631630.08,0.00384,-0.8810572761012677
2023-12-25 00:00:00,6.948275858,7.017241375,6.941379306,6.968965513,4809615.0,34915565.35,0.00247,-0.19753085791044409
2023-12-26 00:00:00,6.955172409,7.017241375,6.906896547,6.906896547,5121162.0,37176604.35,0.00263,-0.8906482014327054
